,original_language,poster_path,release_date,genre_ids_x,video,original_title,id,title,vote_average,adult,vote_count,backdrop_path,popularity,overview,cast,director,keywords,genre_ids_y,name
336,en,/wceJWXt0neJ0biXKOajMoAz2vaY.jpg,2008-04-30,"[28, 878, 12]",False,Iron Man,1726,Iron Man,7.6,False,21717,/8EgxSaVRZwcm3pWChyW4j7yPplq.jpg,93.93,"""Iron Man"" to historia miliardera, przemysłowca i genialnego wynalazcy Tony’ego Starka (Robert Downey Jr.), szefa Stark Industries, głównego dostawcy broni dla rządu USA. Beztroski styl życia Tony’ego zmienia się na zawsze, kiedy po testach przeprowadzanych z nową bronią, jego konwój zostaje zaatakowany, a on sam porwany przez rebeliantów. Ranny od pocisku, który utkwił w pobliżu serca, Tony zostaje zmuszony do skonstruowania potężnej broni dla Razy (Faran Tahir), tajemniczego przywódcy rebeliantów. Nie zważając jednak na żądania porywaczy, Tony wykorzystuje swój intelekt i geniusz, aby skonstruować zbroję, która utrzyma go przy życiu i pomoże w ucieczce.","['Robert Downey Jr.', 'Terrence Howard', 'Jeff Bridges']",['Jon Favreau'],"['middle east', 'arms dealer', 'malibu']","[878, 28, 12]","['Sci-Fi', 'Akcja', 'Przygodowy']"
337,en,/yycWQ6g5OfObgCv2OWUPiA0nyai.jpg,2007-07-25,"[16, 35, 10751]",False,The Simpsons Movie,35,Simpsonowie: Wersja Kinowa,7.0,False,6488,/o7XHctO2t4fIdzch8v8ApNaJMcX.jpg,104.582,"W niecierpliwie oczekiwanym filmie osnutym na przebojowym serialu telewizyjnym Homer musi ocalić świat przed katastrofą, którą sam sprowokował. Wszystko zaczyna się od Homera, jego nowej świnki domowej i cieknącej cysterny - kombinacji, która doprowadza do nieszczęścia, jakiego miasto Springfield jeszcze nie doświadczyło. Kiedy Marge jest przerażona horrendalną gafą Homera, do domostwa Simpsonów puka żądny zemsty tłum. Rodzinie udaje się zbiec, ale wkrótce idzie w rozsypkę z powodu toczących ją konfliktów i nieznajomości miejsca.  Społeczność Springfield ma wszelkie powody, by domagać się głów Simpsonów. Kataklizm zapoczątkowany przez Homera zwróciło uwagę prezydenta USA Arnolda Schwarzeneggera (Harry Shearer) oraz szefa Agencji Ochrony Środowiska Russa Cargilla (Albert Brooks). „Wie pan, prezydencie - mówi Cargill - kiedy powołał mnie pan do agencji, gratulowano panu mianowania największego szczęściarza Ameryki szefem najbardziej nieszczęsnej agencji rządowej.","['Dan Castellaneta', 'Julie Kavner', 'Nancy Cartwright']",['David Silverman'],"['parent child relationship', 'garbage', 'pollution']","[35, 16, 10751]","['Komedia', 'Animacja', 'Familijny']"
338,ko,/vOefWMYqC1S3aiCTD5MD8HeXl0Y.jpg,2021-02-05,"[18, 14, 878]",False,승리호,581389,Space Sweepers,7.2,False,688,/drulhSX7P5TQlEMQZ3JoXKSDEfz.jpg,106.184,"Rok 2092. Statek kosmiczny Victory jest jednym z wielu, którego załoga żyje z odzyskiwania kosmicznych śmieci. Z genialnym pilotem kosmicznym Tae-ho (Song Joong-ki), tajemniczą byłą piratką kosmiczną - kapitan Jang (Kim Tae-ri), byłym inżynierem statku kosmicznego Tigerem Parkiem (Jin Sun-kyu) i przeprogramowanym robotem wojskowym Bubsem (Yoo Hai-jin) w załodze Victory ma przewagę nad wszystkimi innymi kosmicznymi śmieciarkami. Po udanym przejęciu rozbitego promu kosmicznego podczas ostatniej wyprawy na gruzowisko załoga Victory znajduje w środku siedmioletnią dziewczynkę. Gdy członkowie załogi uświadamiają sobie, że jest ona podobnym do człowieka robotem poszukiwanym przez strażników kosmicznych, postanawiają zażądać za nią okupu.","['Song Joong-ki', 'Kim Tae-ri', 'Yoo Hae-jin']",['Jo Sung-hee'],"['android', 'space colony', 'space opera']","[878, 14, 18]","['Sci-Fi', 'Fantasy', 'Dramat']"
339,en,/clDFqATL4zcE7LzUwkrVj3zHvk7.jpg,2021-09-03,"[14, 10749, 35]",False,Cinderella,593910,Kopciuszek,6.7,False,923,/849RDhbADVVnhtggR14dDBYejeN.jpg,106.134,Kopciuszek w reżyserii Kay Cannon to nowoczesny musical i odważna interpretacja klasycznej bajki o tym samym tytule. Nasza ambitna bohaterka ma wielkie marzenie i z pomocą Bajecznej Wróżki Chrzestnej ma nadzieję je spełnić.,"['Camila Cabello', 'Nicholas Galitzine', 'Idina Menzel']",['Kay Cannon'],['musical'],"[35, 14, 10749]","['Komedia', 'Fantasy', 'Romans']"
340,en,/cVOXu3uPUjdF2Hnu0xT8IV67k6k.jpg,2019-07-12,"[12, 10751, 16]",False,The Lion King,420818,Król lew,7.2,False,8073,/1TUg5pO1VZ4B0Q1amk3OlXvlpXV.jpg,102.139,"Simba jest młodym, prawowitym następcą tronu po swoim ojcu – królu Mufasie. Jednak nie wszyscy mieszkańcy królestwa cieszą się z jego narodzin. Następcą Mufasy był bowiem dotąd jego brat – Skaza, który nie zamierza tak łatwo oddać władzy. Knując spisek i posuwając się do zdrady, doprowadza do tragedii, w wyniku której to jemu przypada w udziale tron. Simba zostaje wygnany, ale pozostając wierny naukom swojego ojca, Mufasy, bierze sobie do serca swoje królewskie przeznaczenie. Z pomocą dwójki nowopoznanych przyjaciół zamierza odzyskać należne dziedzictwo. Wcześniej musi jednak odszukać swoją drogę ku dorosłości","['Chiwetel Ejiofor', 'John Oliver', 'James Earl Jones']",['Jon Favreau'],"['africa', 'lion', 'prince']","[12, 16, 10751]","['Przygodowy', 'Animacja', 'Familijny']"
341,en,/pqLofZPr9YZljWeZzfXK5PIRd12.jpg,2019-07-25,"[16, 10749, 10751]",False,Red Shoes and the Seven Dwarfs,486589,Śnieżka i fantastyczna siódemka,7.8,False,812,/nN4Gs3vZAOJ1D6FRtrwbU9VGYwU.jpg,84.586,"Pamiętacie jak wygląda Królewna Śnieżka? To teraz o niej zapomnijcie, bo w tej bajce na początku wygląda nieco… inaczej. Jest po prostu troszeczkę niższa i okrąglejsza niż zazwyczaj. Jednak, kiedy przypadkowo w jej ręce wpada para magicznych pantofelków, za ich sprawą dziewczyna zmienia się nie do poznania i przybiera postać klasycznej królewny, jaką dobrze znacie. Wkrótce poznaje zawadiacką bandę siedmiu krasnoludków. Ona jeszcze tego nie wie – ale każdy z miniaturowych dżentelmenów to tak naprawdę książę, na którego rzucono podstępny czar. Jeżeli któryś z nich chce odzyskać dawną postać przystojnego młodzieńca, musi zostać pocałowany przez najpiękniejszą kobietę na świecie. Kiedy w życiu siedmiu krasnoludków pojawia się pełna uroku Śnieżka w czerwonych pantofelkach, każdy zaczyna zabiegać o jej względy i obowiązkowego całusa.","['Chloë Grace Moretz', 'Sam Claflin', 'Gina Gershon']",['Hong Sung-ho'],['shoe'],"[16, 10751, 10749]","['Animacja', 'Familijny', 'Romans']"
342,en,/mHqrn0B9dt2V2zJJj5XJwrGE2C.jpg,2009-05-13,"[53, 9648]",False,Angels & Demons,13448,Anioły i Demony,6.7,False,5552,/aI0eMhmzuMNJOyZTua1hwchinWt.jpg,89.957,"Robert Langdon (Tom Hanks) trafia na trop wielowiekowego bractwa znanego pod nazwą Iluminaci - najbardziej wpływowej organizacji podziemnej w historii ludzkości -  którego odwiecznym wrogiem jest Kościół Katolicki. Zegar na ustawionej przez Iluminatów bombie zaczyna już tykać. Mając na to niezbite dowody i chcąc zapobiec katastrofie Langdon udaje się do Rzymu, gdzie zagadkę pomaga mu rozwiązać Vittoria Vetra (Ayelet Zurer), piękna i tajemnicza włoska badaczka pracująca dla instytutu CERN. Rozpoczyna się zapierająca dech w piersiach podróż, wiodąca przez krypty wiecznego miasta, tajemnicze katakumby Watykanu, opuszczone katedry, aż do najbardziej tajemniczego na świecie grobowca. Langdon i Vetra będą podążać śladami liczącej sobie 400 lat organizacji Iluminatów, a ich działania mogą okazać się jedyną szansą Watykanu na przetrwanie.  [opis dystrybutora dvd]","['Tom Hanks', 'Ewan McGregor', 'Ayelet Zurer']",['Ron Howard'],"['rome, italy', 'vatican', 'based on novel or book']","[53, 9648]","['Thriller', 'Tajemnica']"
343,en,/n3iAFkZqMVQwC3qmJ0YyXGV867u.jpg,2019-03-06,"[28, 12, 878]",False,Captain Marvel,299537,Kapitan Marvel,6.9,False,12255,/w2PMyoyLU22YvrGK3smVM9fW1jj.jpg,97.368,"Są lata 90. XX wieku. Na Ziemię dociera galaktyczna wojna. Carol Danvers wraz z grupką sojuszników trafia w oko cyklonu. Masz okazję towarzyszyć jej w podróży, dzięki której stanie się jedną z największych bohaterek wszechświata.","['Brie Larson', 'Samuel L. Jackson', 'Ben Mendelsohn']","['Ryan Fleck', 'Anna Boden']","['superhero', 'based on comic', 'alien invasion']","[878, 28, 12]","['Sci-Fi', 'Akcja', 'Przygodowy']"
344,fr,/vthovD3LEV0OF1Re0rRumHHgiCA.jpg,2011-11-02,"[18, 35]",False,Intouchables,77338,Nietykalni,8.3,False,14043,/bGksau9GGu0uJ8DJQ8DYc9JW5LM.jpg,86.603,"Ta historia zdarzyła się naprawdę. Sparaliżowany na skutek wypadku milioner zatrudnia do pomocy i opieki młodego chłopaka z przedmieścia, który właśnie wyszedł z więzienia. Zderzenie dwóch skrajnie różnych światów daje początek szeregowi niewiarygodnych przygód i przyjaźni, która czyni ich... nietykalnymi.","['François Cluzet', 'Omar Sy', 'Audrey Fleurot']","['Éric Toledano', 'Olivier Nakache']","['male friendship', 'masseuse', 'friendship']","[35, 18]","['Komedia', 'Dramat']"
345,en,/1syAm44BImWeXPIGm9OKtqt1Hwq.jpg,2013-10-30,"[28, 12, 14]",False,Thor: The Dark World,76338,Thor: Mroczny Świat,6.6,False,14147,/uhYoytlNaq46dG81wLmHqaSuzWu.jpg,100.815,"Po wydarzeniach z filmów ""Thor"" i ""Avengers"", Thor (Chris Hemsworth) próbuje zaprowadzić porządek w kosmosie, ale starożytna rasa, dowodzona przez mściwego Malekitha (Christopher Eccleston) powraca, by zepchnąć wszechświat w ciemność. Stając do walki z wrogiem, którego nie może pokonać nawet Asgard pod wodzą Odyna (Anthony Hopkins), superbohater musi udać się na niebezpieczną wyprawę, podczas której ponownie zjednoczy siły z Jane Foster (Natalie Portman) i poświęci wszystko, by ratować nas wszystkich.  [opis dystrybutora Blu-ray]","['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston']",['Alan Taylor'],"['superhero', 'based on comic', 'hostile takeover']","[28, 12, 14]","['Akcja', 'Przygodowy', 'Fantasy']"
346,en,/zKu5MNy9QW1a5ZHgv7iAp3kRZpE.jpg,2016-10-13,"[10751, 16, 14, 12, 35, 10402]",False,Trolls,136799,Trolle,6.7,False,2911,/pVoPfIJCVusuELtfpZzadXsKxhs.jpg,79.912,"Tytułowe trolle to przepełnione radością życia, rozśpiewane stworki, które obdarzono bajecznie kolorowymi włosami, układającymi się w najniezwyklejsze fryzury. Magiczna kraina trolli zmieni się na zawsze, gdy jedna z jej mieszkanek, Poppy, wyruszy z misją ratunkową, która zaprowadzi ją w szeroki, nieznany dotąd świat…","['Anna Kendrick', 'Justin Timberlake', 'Zooey Deschanel']","['Mike Mitchell', 'Walt Dohrn']","['based on toy', 'troll']","[12, 35, 16, 10751, 14, 10402]","['Przygodowy', 'Komedia', 'Animacja', 'Familijny', 'Fantasy', 'Muzyczny']"
347,en,/m12TjTtnFT0SK0gURIbiwONxSO4.jpg,2010-06-18,"[28, 37, 18, 14, 53]",False,Jonah Hex,20533,Jonah Hex,4.9,False,1108,/iNYe0BmPDAEQlChNYOfceGPNnq6.jpg,91.191,"Ekranizacja komiksu pod tym samym tytułem wydanego przez DC Comics. Film opowiada o przygodach łowcy nagród z Dzikiego Zachodu - Jonaha Hexa (Brolin). Celem głównego bohatera jest wytropienie Quentina Turnbulla (Malkovich), który planuje wyzwolić konfederackie Południe.","['Josh Brolin', 'John Malkovich', 'Megan Fox']",['Jimmy Hayward'],"['gunslinger', 'dc comics', 'hell']","[28, 53, 14, 18, 37]","['Akcja', 'Thriller', 'Fantasy', 'Dramat', 'Western']"
348,en,/g9Or6Xgw3XYFJsxa5DMsdIXuFSl.jpg,2019-05-03,"[28, 12, 14]",False,Pokémon Detective Pikachu,447404,Pokémon: Detektyw Pikachu,7.0,False,5278,/nDP33LmQwNsnPv29GQazz59HjJI.jpg,89.395,"Cała historia rozpoczyna się w momencie, gdy niezrównany prywatny detektyw Harry Goodman znika w niewyjaśnionych okolicznościach, a jego 21-letni syn Tim próbuje ustalić, co się wydarzyło. W śledztwie pomaga mu były partner Harry’ego — detektyw Pikachu. To przezabawny, dowcipny i uroczy Pokémon, który potrafi wprawić w osłupienie nawet samego siebie.","['Ryan Reynolds', 'Justice Smith', 'Kathryn Newton']",['Rob Letterman'],"['detective', 'amnesia', 'car crash']","[28, 12, 14]","['Akcja', 'Przygodowy', 'Fantasy']"
349,en,/yNuWr13M4fV6SSb8jtTDzEcMXnr.jpg,2009-11-04,"[16, 10751, 18, 14]",False,A Christmas Carol,17979,Opowieść wigilijna,6.8,False,3584,/Awx3ld6kRqq0iMKPPCUTt1RidCn.jpg,91.923,"Animowana adaptacja klasycznej powieści Charlesa Dickensa o człowieku wziętym przez tajemnicze świąteczne istoty w specyficzną, wewnętrzną podróż. Duchy pokazują Scroogeowi jakim był kiedyś człowiekiem, jakim jest teraz i co się z nim stanie jeśli dalej będzie postępował tak, jak do tej pory.","['Jim Carrey', 'Gary Oldman', 'Colin Firth']",['Robert Zemeckis'],"['holiday', 'london, england', 'based on novel or book']","[16, 10751, 14, 18]","['Animacja', 'Familijny', 'Fantasy', 'Dramat']"
350,en,/sCzweSBeRfKpw6Ti6cyzkC8CVV5.jpg,1998-06-18,"[16, 10751, 12]",False,Mulan,10674,Mulan,7.9,False,7686,/rFxWhQB3JmmwCU5kcQQFrnpzGtF.jpg,88.561,"Pełna życia, wesoła Mulan nie bardzo potrafi sprostać wymogom tradycji. Gdy jej chory ojciec dostaje rozkaz wstąpienia do wojska i obrony kraju przed najazdem dzikich Hunów, Mulan decyduje się go zastąpić. Pod osłoną nocy, w męskim przebraniu wymyka się z domu. Jej niezwykły postępek sprawia, że do życia budzą się duchy przodków oraz maleńki smok Muszu. Przodkowie powierzają mu zadanie sprowadzenia Mulan do domu... Na polu walki Mulan okrywa się sławą bohatera, a gdy zostaje zagrożone życie cesarza, obmyśla brawurowy plan i rusza na ratunek.","['Ming-Na Wen', 'Eddie Murphy', 'BD Wong']","['Tony Bancroft', 'Barry Cook']","['china', 'homeland', 'villain']","[12, 16, 10751]","['Przygodowy', 'Animacja', 'Familijny']"
351,en,/5VjsXcOjh6aeKcwyBtMMlgL3Ywj.jpg,1950-02-22,"[10751, 14, 16, 10749]",False,Cinderella,11224,Kopciuszek,7.0,False,5426,/puJKgNcWaGgMk5VHanSSomUTpmw.jpg,89.215,"Osierocona dziewczyna jest wykorzystywana do ciężkiej pracy przez macochę i jej dwie córki. Sytuacja ulega zmianie, kiedy kopciuszek z pomocą wróżki udaje się na królewski bal, gdzie poznaje księcia.","['Ilene Woods', 'Eleanor Audley', 'Verna Felton']","['Hamilton Luske', 'Wilfred Jackson', 'Clyde Geronimi']","['loss of loved one', 'based on novel or book', 'mouse']","[16, 10751, 14, 10749]","['Animacja', 'Familijny', 'Fantasy', 'Romans']"
352,en,/zbWR4ZN2vSMvnxrTgwd21K2VTwY.jpg,2017-06-15,"[16, 12, 35, 10751]",False,Cars 3,260514,Auta 3,6.9,False,4255,/gqyTUMNrMjyIVNVIgGMdurrNPWb.jpg,99.342,"Legenda sportu motorowego, Zygzak McQueen, zostaje zepchnięty na boczny tor przez nową generację ultraszybkich aut. Wrócić do gry pomoże mu młoda, pełna zapału mechaniczka, która obmyśla autorski plan zwycięstwa. I choć na swojej drodze Zygzak napotka kilka niespodziewanych zakrętów, udowodni, że #95 zdobywca Złotego Tłoka nie poddaje się tak łatwo!","['Larry the Cable Guy', 'Owen Wilson', 'Cristela Alonzo']",['Brian Fee'],"['trainer', 'sequel', 'travel']","[12, 35, 16, 10751]","['Przygodowy', 'Komedia', 'Animacja', 'Familijny']"
353,en,/bjWRzhXUXTNPnwptBkXQzCflVBE.jpg,2001-12-18,"[12, 14, 28]",False,The Lord of the Rings: The Fellowship of the Ring,120,Władca Pierścieni: Drużyna Pierścienia,8.4,False,20102,/vRQnzOn4HjIMX4LBq9nHhFXbsSu.jpg,103.915,"Ekranizacja pierwszej części trylogii Tolkiena, ""Drużyna Pierścienia"" zapoznaje widzów z czarodziejskim światem Śródziemia i jego mieszkańcami - ludźmi, hobbitami, elfami, krasnoludami, czarodziejami, trollami i orkami. W tej części trylogii młody i nieśmiały hobbit Frodo Baggins (Elijah Wood) odziedzicza pierścień - Jedyny Pierścień, narzędzie władzy absolutnej, które pozwoliłoby Sauronowi, mrocznemu Władcy Mordoru, rządzić Śródziemiem i zniewolić zamieszkujące je ludy. Frodo, wraz z lojalną kompanią hobbitów, ludzi, czarodzieja, krasnoluda i elfa, musi zabrać Pierścień do Szczelin Zagłady, gdzie został kiedyś wykuty, i zniszczyć go raz na zawsze. Taka podróż oznacza zapuszczenie się głęboko do krainy Czarnego Władcy, gdzie gromadzi on armię orków. Drużyna musi walczyć nie tylko ze złem czającym się wokół, ale i z wewnętrznymi waśniami, oraz niszczącym wpływem samego Pierścienia. Przyszłość świata i przeznaczenie drużyny są ze sobą splecione.  [opis dystrybutora dvd]","['Elijah Wood', 'Ian McKellen', 'Liv Tyler']",['Peter Jackson'],"['elves', 'dwarf', 'orcs']","[28, 12, 14]","['Akcja', 'Przygodowy', 'Fantasy']"
354,en,/sx17FgOjU5QkCPOTDG4abFtZIGL.jpg,2020-12-17,"[878, 28]",False,Breach,651571,Arka przetrwania,4.4,False,472,/nz8xWrTKZzA5A7FgxaM4kfAoO1W.jpg,102.942,"Niszczycielska plaga na Ziemi zbiera pokaźne żniwo. Jedyną nadzieją dla ludzkości jest opuszczenie planety. Akcja filmu toczy się na pokładzie międzygwiezdnej arki zmierzającej na Nową Ziemię. Załoga statku musi stawić czoło niespodziewanemu zagrożeniu – atakuje ich zmieniająca kształt, obca forma życia, która pragnie wymordować jednych z ostatnich przedstawicieli ludzkości","['Bruce Willis', 'Thomas Jane', 'Cody Kearsley']",['John Suits'],"['shape shifting alien', 'deep space']","[878, 28]","['Sci-Fi', 'Akcja']"
355,en,/e4REOC6CZW8J6FslA4nRvdQXFXR.jpg,2021-04-27,"[16, 10752, 878]",False,Justice Society: World War II,736069,Justice Society: World War II,7.8,False,344,/8LHSDyRizQ4kQz5rEHPKyXPvMG3.jpg,102.875,"Kiedy Barry Allen odkrywa, że może osiągać jeszcze większą prędkość niż dotychczas, okazuje się, że może wpływać na strukturę rzeczywistości oraz wytwarzać ochronne pole energii, które otacza posiadaczy ich własną mocą. W trakcie testów nad nową umiejętnością Flash przenosi się w sam środek II Wojny Światowej, podczas której rozgrywa się walka między nazistami a grupą bohaterów zwaną The Justice Society of America, kierowaną przez bojową amazońską wojowniczkę Wonder Woman. Flash stara się pomóc nowym przyjaciołom w pokonaniu wroga, a oni starają się wymyślić sposób, jak odesłać go do domu.","['Stana Katic', 'Matt Bomer', 'Chris Diamantopoulos']",['Jeff Wamester'],"['dc comics', 'world war ii', 'time travel']","[878, 16, 10752]","['Sci-Fi', 'Animacja', 'Wojenny']"
356,en,/7jsgvsmD7UyJjIjh2J1nAZJYOX0.jpg,2012-11-13,"[12, 14, 18, 10749]",False,The Twilight Saga: Breaking Dawn - Part 2,50620,Zmierzch: Przed świtem. Część 2,6.5,False,7385,/qkl57wzSFrpi2sRpoc2mZJbMuLP.jpg,90.532,"Bella i Edward są wreszcie naprawdę szczęśliwi. Ona należy już w pełni do świata swego ukochanego. Jest istotą nieśmiertelną, obdarzoną niezwykłą mocą. On ma przy sobie dwie ukochane kobiety – żonę i córeczkę Renesmee. Wydaje się, że nic już nie może zmącić ich szczęścia. A jednak rodzina Cullenów staje w obliczu nowego, ogromnego zagrożenia. Gniew Volturi jeszcze nigdy nie był tak wielki. Edward zwołuje wampiry z różnych zakątków świata, aby przeciwstawić się nieuniknionemu atakowi. Dojdzie do walki, która raz na zawsze rozstrzygnie los nieśmiertelnych mieszkańców Forks i podda próbie miłość, która przecież miała trwać wiecznie.","['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']",['Bill Condon'],"['based on novel or book', 'vampire', 'romance']","[12, 14, 18, 10749]","['Przygodowy', 'Fantasy', 'Dramat', 'Romans']"
357,ko,/4aUOH61qczXnKEpNsSLCw2mGWyv.jpg,2016-07-20,"[28, 27, 53]",False,부산행,396535,Zombie Express,7.8,False,5260,/fVpFOcQyHJM2di9upgSIwWD5wac.jpg,92.847,"Seok Woo jest przepracowanym menedżerem w dużej seulskiej korporacji. Odeszła od niego żona, a z córeczką ma chłodne relacje. W dniu urodzin dziewczynki Woo wybiera się z nią do mieszkającej w Pusan matki. Wsiadają do szybkiego pociągu KTX i ruszają w drogę. Tymczasem w kraju wybucha epidemia zombie. Koreę Południową ogarnia chaos, a kolejne ofiary dołączają do hord żywych trupów. Zarażeni trafiają także do pociągu. Podróż momentalnie staje się koszmarem i dramatyczną walką o przetrwanie. ""Zombie Express"" tak jak większość wybitnych horrorów nie jest tylko filmem dostarczającym dobrą rozrywkę, lecz także skrywa w sobie głębszy przekaz - krytykę korporacyjnego establishmentu oraz opowieść o poświęceniu podczas apokalipsy.","['Gong Yoo', 'Jung Yu-mi', 'Ma Dong-seok']",['Yeon Sang-ho'],"['zombie', 'train', 'survival horror']","[28, 53, 27]","['Akcja', 'Thriller', 'Horror']"
